2022,04,20,18,21,26,697.9365348815918,(k)
2022,04,20,18,21,26,760.918378829956,(k)
2022,04,20,18,21,26,853.3618450164795,(a)
2022,04,20,18,21,27,39.14070129394531,(a)
2022,04,20,18,21,27,131.77084922790527,(o)
2022,04,20,18,21,27,226.29117965698242,(o)
2022,04,20,18,21,27,335.8023166656494,(a)
2022,04,20,18,21,27,446.8402862548828,(a)
2022,04,20,18,21,27,727.9391288757324,(d)
2022,04,20,18,21,27,870.506763458252,(d)
2022,04,20,18,21,27,982.5093746185303,(i)
2022,04,20,18,21,28,92.50450134277344,(i)
2022,04,20,18,21,28,964.4904136657715,(k)
2022,04,20,18,21,29,42.75393486022949,(k)
2022,04,20,18,21,29,182.91449546813965,(k)
2022,04,20,18,21,29,275.67481994628906,(k)
2022,04,20,18,21,30,692.9781436920166,, (Key.ctrl_l)
